"id","code","collector_number","name","set_id","set_name","type","rarity","domains","energy","power","might","tags","illustrator","ability_text","image_url"
"ogn-132-298","OGN-132/298","132","First Mate","OGN","Origins","Unit","Common","Body","3","","3","","Slawomir Maniak","When you play me, ready another unit.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/85e2b436ea482d53563cc5fa955f2a867ee6c32f-744x1039.png?accountingTag=RB"
"ogn-133-298","OGN-133/298","133","Flurry of Blades","OGN","Origins","Spell","Common","Body","1","","","","Rafael Zanchetin","[Reaction] (Play any time, even before spells and abilities resolve.) Deal 1 to all units at battlefields.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c72f872e7e71b55b2074c5be4f2d7a44fa6fafca-744x1039.png?accountingTag=RB"
"ogn-134-298","OGN-134/298","134","Mobilize","OGN","Origins","Spell","Common","Body","2","","","","Kudos Productions","Channel 1 rune exhausted. If you can't, draw 1.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cb22153e84ce250192b8e6e75e7f4dc0b66a728c-744x1039.png?accountingTag=RB"
"ogn-135-298","OGN-135/298","135","Pakaa Cub","OGN","Origins","Unit","Common","Body","3","","3","","Bubble Cat Studio","[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/156a66d7d44165367cc5a470fb35c86f337f9429-744x1039.png?accountingTag=RB"
"ogn-136-298","OGN-136/298","136","Pit Rookie","OGN","Origins","Unit","Common","Body","2","","2","","Kudos Productions","When you play me, buff another friendly unit. (If it doesn't have a buff, it gets a +1 :rb_might: buff.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ec19eeaee85c7e5669387a3f6ccb7718f5a0f570-744x1039.png?accountingTag=RB"
"ogn-137-298","OGN-137/298","137","Stormclaw Ursine","OGN","Origins","Unit","Common","Body","7","","6","","Kudos Productions","[Tank] (I must be assigned combat damage first.) When you play me, channel 1 rune exhausted.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/137e5a1faec1c8b26a5a0abc7802f6461cc725c8-744x1039.png?accountingTag=RB"
"ogn-138-298","OGN-138/298","138","Catalyst of Aeons","OGN","Origins","Spell","Uncommon","Body","4","","","","Kudos Productions","Channel 2 runes exhausted. If you couldn't channel 2 runes this way, draw 1.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4753707323ab6f9ac572c097f29f2f76ac62f54f-744x1039.png?accountingTag=RB"
"ogn-139-298","OGN-139/298","139","Cithria of Cloudfield","OGN","Origins","Unit","Uncommon","Body","2","","1","","Six More Vodka","When you play another unit, buff me. (If I don't have a buff, I get a +1 :rb_might: buff.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6f0931db65e25e0a8d8351ffb97f8deed5dc0aa9-744x1039.png?accountingTag=RB"
"ogn-140-298","OGN-140/298","140","Herald of Scales","OGN","Origins","Unit","Uncommon","Body","4","","3","","Polar Engine Studio","Your Dragons' Energy costs are reduced by :rb_energy_2:, to a minimum of :rb_energy_1:.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/be49bceea1d328769774fb4daac4732861f6e4fd-744x1039.png?accountingTag=RB"
"ogn-141-298","OGN-141/298","141","Kinkou Monk","OGN","Origins","Unit","Uncommon","Body","4","1","4","","Kudos Productions","When you play me, buff up to two other friendly units. (Each one that doesn't have a buff gets a +1 :rb_might: buff.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/648b22c6f419ee55723247bbf4c3ac10f0be9ab5-744x1039.png?accountingTag=RB"
"ogn-142-298","OGN-142/298","142","Mountain Drake","OGN","Origins","Unit","Uncommon","Body","9","","10","","Kudos Productions","","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8a9c1d334b217e9bd0b23dfca2054de4d0b90ff1-744x1039.png?accountingTag=RB"
"ogn-143-298","OGN-143/298","143","Pirate's Haven","OGN","Origins","Gear","Uncommon","Body","3","","","","Envar Studio","When you ready a friendly unit, give it +1 :rb_might: this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1991b64d58cbd3698574f44b404f7a88d6403134-744x1039.png?accountingTag=RB"
"ogn-144-298","OGN-144/298","144","Spoils of War","OGN","Origins","Spell","Uncommon","Body","4","1","","","Kudos Productions","[Reaction] (Play any time, even before spells and abilities resolve.) If an enemy unit has died this turn, this costs :rb_energy_2: less. Draw 2.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b8d59d015d6b8e15822b360447fcb364e14d550f-744x1039.png?accountingTag=RB"
"ogn-145-298","OGN-145/298","145","Unyielding Spirit","OGN","Origins","Spell","Uncommon","Body","1","1","","","Max Grecke","[Reaction] (Play any time, even before spells and abilities resolve.) Prevent all spell and ability damage this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9afea96ec04ce0c2ee76c4affbf4e6df470e7647-744x1039.png?accountingTag=RB"
"ogn-146-298","OGN-146/298","146","Wallop","OGN","Origins","Spell","Uncommon","Body","2","","","","Kudos Productions","[Action] (Play on your turn or in showdowns.) As you play this, you may spend a buff as an additional cost. If you do, ignore this spell's cost. Ready a unit.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7bbd2eb8ce224e1872a1c920d7c64d796b2355cd-744x1039.png?accountingTag=RB"
"ogn-147-298","OGN-147/298","147","Wildclaw Shaman","OGN","Origins","Unit","Uncommon","Body","4","","3","","Kudos Productions","When you play me, you may spend a buff to buff me and ready me. (If I don't have a buff, I get a +1 :rb_might: buff.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7abc938fee4ba397f52c8ea60d350857a7517b0c-744x1039.png?accountingTag=RB"
"ogn-148-298","OGN-148/298","148","Anivia, Primal","OGN","Origins","Unit","Rare","Body","7","2","8","","Six More Vodka","When I attack, deal 3 to all enemy units here.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ca1a56035333e31b3a04d67ee9131bb4d533e5db-744x1039.png?accountingTag=RB"
"ogn-149-298","OGN-149/298","149","Carnivorous Snapvine","OGN","Origins","Unit","Rare","Body","5","2","6","","Six More Vodka","When you play me, choose an enemy unit at a battlefield. We deal damage equal to our Mights to each other.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5ceaec3452d623931b5ac93d0af26b180b9646de-744x1039.png?accountingTag=RB"
"ogn-150-298","OGN-150/298","150","Kraken Hunter","OGN","Origins","Unit","Rare","Body","3","2","5","","JiHun Lee","[Accelerate] (You may pay :rb_energy_1::rb_rune_body: as an additional cost to have me enter ready.) [Assault] (+1 :rb_might: while I'm an attacker.) As you play me, you may spend any number of buffs as an additional cost. Reduce my cost by :rb_rune_body: for each buff you spend.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/51aab4710d000a9c1e665a37ef8c919ff11b0282-744x1039.png?accountingTag=RB"
"ogn-151-298","OGN-151/298","151","Lee Sin, Centered","OGN","Origins","Unit","Rare","Body","6","","6","","League Splash Team","[Accelerate] (You may pay :rb_energy_1::rb_rune_body: as an additional cost to have me enter ready.) Other buffed friendly units at my battlefield have +2 :rb_might:.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/eca1aec1304de9c237751eb0aeed620b9ad0408e-744x1039.png?accountingTag=RB"
"ogn-151a-298","OGN-151a/298","151","Lee Sin, Centered","OGN","Origins","Unit","Showcase","Body","6","","6","","League Splash Team","[Accelerate] (You may pay :rb_energy_1::rb_rune_body: as an additional cost to have me enter ready.) Other buffed friendly units at my battlefield have +2 :rb_might:.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/68d9364d3138e06a25724a0aaae0b7226472cd68-744x1039.png?accountingTag=RB"
"ogn-152-298","OGN-152/298","152","Mistfall","OGN","Origins","Gear","Rare","Body","3","","","","Polar Engine Studio","When you buff a friendly unit, you may pay :rb_rune_body: and exhaust this to ready it.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1cedf0dcd6c4a44ae867e9f04f9f179d9b91c357-744x1039.png?accountingTag=RB"
"ogn-153-298","OGN-153/298","153","Overt Operation","OGN","Origins","Spell","Rare","Body","5","2","","","Kudos Productions","[Action] (Play on your turn or in showdowns.) For each friendly unit, you may spend its buff to ready it. Then buff all friendly units. (Each one that doesn't have a buff gets a +1 :rb_might: buff.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/69dba13c930ba3962851346d2bc6cbeb4ca48455-744x1039.png?accountingTag=RB"
"ogn-154-298","OGN-154/298","154","Primal Strength","OGN","Origins","Spell","Rare","Body","4","1","","","Kudos Productions","[Action] (Play on your turn or in showdowns.) Give a unit +7 :rb_might: this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dfd910a9836cd36340d0ffdb5fe8cb92a1069963-744x1039.png?accountingTag=RB"
"ogn-155-298","OGN-155/298","155","Qiyana, Victorious","OGN","Origins","Unit","Rare","Body","4","1","4","","League Splash Team","[Deflect] (Opponents must pay :rb_rune_rainbow: to choose me with a spell or ability.) When I conquer, draw 1 or channel 1 rune exhausted.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/90d1a07ef0c6c8282e6eee77e479254f50752eb2-744x1039.png?accountingTag=RB"
"ogn-156-298","OGN-156/298","156","Sabotage","OGN","Origins","Spell","Rare","Body","1","1","","","Kudos Productions","Choose an opponent. They reveal their hand. Choose a non-unit card from it, and recycle that card.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/70f186b85fd224ee23dcf64957f0fab835d28040-744x1039.png?accountingTag=RB"
"ogn-157-298","OGN-157/298","157","Udyr, Wildman","OGN","Origins","Unit","Rare","Body","6","1","6","","Six More Vodka","Spend my buff: Choose one you've not chosen this turn — Deal 2 to a unit at a battlefield.Stun a unit at a battlefield.Ready me.Give me [Ganking] this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2e461e5d05b5ee86e47a425c42c6f3b3c12bc4cf-744x1039.png?accountingTag=RB"
"ogn-158a-298","OGN-158a/298","158","Volibear, Imposing","OGN","Origins","Unit","Showcase","Body","12","2","10","","Wild Rift Splash Team","[Shield 3] (+3 :rb_might: while I'm a defender.) [Tank] (I must be assigned combat damage first.) When an opponent moves to a battlefield other than mine, draw 1. (Bases are not battlefield.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/faceb90b6a46e79eadba43871b8cffe1ec5037a7-744x1039.png?accountingTag=RB"
"ogn-158-298","OGN-158/298","158","Volibear, Imposing","OGN","Origins","Unit","Rare","Body","12","2","10","","Envar Studio","[Shield 3] (+3 :rb_might: while I'm a defender.) [Tank] (I must be assigned combat damage first.) When an opponent moves to a battlefield other than mine, draw 1. (Bases are not battlefield.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bcb15f95f4a72f8b070a3b1cd54e6482fe1a4b3e-744x1039.png?accountingTag=RB"
"ogn-159-298","OGN-159/298","159","Warwick, Hunter","OGN","Origins","Unit","Rare","Body","6","1","5","","League Splash Team","I enter ready. When I attack, kill all damaged enemy units here.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fcbf878905001fa81858e9f081346fd05425f264-744x1039.png?accountingTag=RB"
"ogn-160-298","OGN-160/298","160","Dazzling Aurora","OGN","Origins","Gear","Epic","Body","9","2","","","Six More Vodka","At the end of your turn, reveal cards from the top of your Main Deck until you reveal a unit and banish it. Play it, ignoring its cost, and recycle the rest.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c023856a50c75058465f283d181277ce265ba108-744x1039.png?accountingTag=RB"
"ogn-161-298","OGN-161/298","161","Deadbloom Predator","OGN","Origins","Unit","Epic","Body","8","2","8","","Slawomir Maniak","[Deflect] (Opponents must pay :rb_rune_rainbow: to choose me with a spell or ability.) You may play me to an occupied enemy battlefield.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/112b4b3847b26ea2d245ac0976717d109be7b032-744x1039.png?accountingTag=RB"
"ogn-162a-298","OGN-162a/298","162","Miss Fortune, Captain","OGN","Origins","Unit","Showcase","Body","5","1","5","","League Splash Team","[Accelerate] (You may pay :rb_energy_1::rb_rune_body: as an additional cost to have me enter ready.) [Ganking] (I can move from battlefield to battlefield.) The first time I move each turn, you may ready something else that's exhausted.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6a7a0dfa952259993fa0d8998a820585ff4f81c6-744x1039.png?accountingTag=RB"
"ogn-162-298","OGN-162/298","162","Miss Fortune, Captain","OGN","Origins","Unit","Epic","Body","5","1","5","","League Splash Team","[Accelerate] (You may pay :rb_energy_1::rb_rune_body: as an additional cost to have me enter ready.) [Ganking] (I can move from battlefield to battlefield.) The first time I move each turn, you may ready something else that's exhausted.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3c7b219245cd6c6ee835974dd74771bc605289de-744x1039.png?accountingTag=RB"
"ogn-163-298","OGN-163/298","163","Seal of Strength","OGN","Origins","Gear","Epic","Body","0","1","","","Kudos Productions",":rb_exhaust:: [Reaction] — [Add] :rb_rune_body:. (Abilities that add resources can't be reacted to.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/415644b2798348e3d7198ec900cc40aaa4eb8bdf-744x1039.png?accountingTag=RB"
"ogn-164a-298","OGN-164a/298","164","Sett, Brawler","OGN","Origins","Unit","Showcase","Body","5","1","4","","Kudos Productions","When I'm played and when I conquer, buff me. (If I don't have a buff, I get a +1 :rb_might: buff.) Spend my buff: Give me +4 :rb_might: this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/26e65c15e8a1ce1a9cd60d96345c7916e67e00ac-744x1039.png?accountingTag=RB"
"ogn-164-298","OGN-164/298","164","Sett, Brawler","OGN","Origins","Unit","Epic","Body","5","1","4","","Envar Studio","When I'm played and when I conquer, buff me. (If I don't have a buff, I get a +1 :rb_might: buff.) Spend my buff: Give me +4 :rb_might: this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/00ddd4d478f2e49e18a60ed67f4d1452041b7da3-744x1039.png?accountingTag=RB"
"ogn-165-298","OGN-165/298","165","Cemetery Attendant","OGN","Origins","Unit","Common","Chaos","3","1","3","","Bubble Cat Studio","When you play me, return a unit from your trash to your hand.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6bbbe6923105c53fc6b2a44430db940e009609b6-744x1039.png?accountingTag=RB"
"ogn-166a-298","OGN-166a/298","166","Chaos Rune","OGN","Origins","Rune","Showcase","Chaos","","","","","Fairfoul","","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fbcde2f71fcc06fb8afc83855e24447a393f8943-1488x2078.png?accountingTag=RB"
"ogn-166-298","OGN-166/298","166","Chaos Rune","OGN","Origins","Rune","Common","Chaos","","","","","Greg Ghielmetti & Leah Chen","","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/daf23b0deaa5e1a5a5d310b59e9ad25d1bd70363-744x1039.png?accountingTag=RB"
"ogn-167-298","OGN-167/298","167","Ember Monk","OGN","Origins","Unit","Common","Chaos","4","","4","","Kudos Productions","When you play a card from [Hidden], give me +2 :rb_might: this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0441f70a7acc377d8cbe08559b7a2fc3139c903b-744x1039.png?accountingTag=RB"
"ogn-168-298","OGN-168/298","168","Fight or Flight","OGN","Origins","Spell","Common","Chaos","2","","","","Kudos Productions","[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.) [Action] (Play on your turn or in showdowns.) Move a unit from a battlefield to its base.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2e7c7ad72889878e2dd5932d203814b185e74a87-744x1039.png?accountingTag=RB"
"ogn-169-298","OGN-169/298","169","Gust","OGN","Origins","Spell","Common","Chaos","1","","","","Kudos Productions","[Reaction] (Play any time, even before spells and abilities resolve.) Return a unit at a battlefield with 3 :rb_might: or less to its owner's hand.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dfd3b161ab76ba0c5d503384f1289b3395434b10-744x1039.png?accountingTag=RB"
"ogn-170-298","OGN-170/298","170","Morbid Return","OGN","Origins","Spell","Common","Chaos","2","","","","Rafael Zanchetin","[Action] (Play on your turn or in showdowns.) Return a unit from your trash to your hand.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/33b5ca4e580b94f2056bd884a4a35e8c630920a2-744x1039.png?accountingTag=RB"
"ogn-171-298","OGN-171/298","171","Mystic Poro","OGN","Origins","Unit","Common","Chaos","2","","2","","Kudos Productions","[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/11af57d045768e886d05e1c0933b0d57cb1e459d-744x1039.png?accountingTag=RB"
"ogn-172-298","OGN-172/298","172","Rebuke","OGN","Origins","Spell","Common","Chaos","2","2","","","Kudos Productions","[Action] (Play on your turn or in showdowns.) Return a unit at a battlefield to its owner's hand.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c8e1ad72e9d562f9267c1512f29e9c04dc5cc15f-744x1039.png?accountingTag=RB"
"ogn-173-298","OGN-173/298","173","Ride the Wind","OGN","Origins","Spell","Common","Chaos","2","1","","","Kudos Productions","[Action] (Play on your turn or in showdowns.) Move a friendly unit and ready it.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/864d9f8992db7f9a9e795d9438d941ca564ddde7-744x1039.png?accountingTag=RB"
"ogn-174-298","OGN-174/298","174","Sai Scout","OGN","Origins","Unit","Common","Chaos","6","","5","","Dao Trong Le","[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.) You may play me to an open battlefield.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/eab1fc8c95931519319c4c80681a261d75214c48-744x1039.png?accountingTag=RB"
"ogn-175-298","OGN-175/298","175","Shipyard Skulker","OGN","Origins","Unit","Common","Chaos","3","","3","","Six More Vodka","","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/000634f32b897638760b82e5365961f6d85bc0cb-744x1039.png?accountingTag=RB"
"ogn-176-298","OGN-176/298","176","Sneaky Deckhand","OGN","Origins","Unit","Common","Chaos","3","","2","","Dao Trong Le","You may play me to an open battlefield.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6f95b6aac293d8e477192281df47d8466da502bf-744x1039.png?accountingTag=RB"
"ogn-177-298","OGN-177/298","177","Stealthy Pursuer","OGN","Origins","Unit","Common","Chaos","4","1","4","","Kudos Productions","When a friendly unit moves from my location, I may be moved with it.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ab23fd84badd67e9981512acbe6c3e9a8f97f42d-744x1039.png?accountingTag=RB"
"ogn-178-298","OGN-178/298","178","Undercover Agent","OGN","Origins","Unit","Common","Chaos","5","1","5","","Six More Vodka","[Deathknell] — Discard 2, then draw 2. (When I die, get the effect.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3e4e318c0cc97b13646ee454da71046a09236e47-744x1039.png?accountingTag=RB"
"ogn-179-298","OGN-179/298","179","Acceptable Losses","OGN","Origins","Spell","Uncommon","Chaos","1","","","","Kudos Productions","[Action] (Play on your turn or in showdowns.) Each player kills one of their gear.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b2b470bab1ae511ab9de0b1ce576e2050532a081-744x1039.png?accountingTag=RB"
"ogn-180-298","OGN-180/298","180","Fading Memories","OGN","Origins","Spell","Uncommon","Chaos","4","1","","","Kudos Productions","Give a unit at a battlefield or a gear [Temporary]. (Kill it at the start of its controller's Beginning Phase, before scoring.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a2b366942f1a7ec1f4bd3c1b17e10356214705d7-744x1039.png?accountingTag=RB"
"ogn-181-298","OGN-181/298","181","Pack of Wonders","OGN","Origins","Gear","Uncommon","Chaos","2","","","","Kudos Productions",":rb_exhaust:: Return another friendly gear, unit, or facedown card to its owner's hand.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a0830f326c49abe7fb1d3c9787e7ce5d7b776eec-744x1039.png?accountingTag=RB"
"ogn-182-298","OGN-182/298","182","Scrapheap","OGN","Origins","Gear","Uncommon","Chaos","2","","","","Kudos Productions","When this is played, discarded, or killed, draw 1.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0c059786e89a2443221b7c0b8ca39779dcc9c755-744x1038.png?accountingTag=RB"
"ogn-183-298","OGN-183/298","183","Stacked Deck","OGN","Origins","Spell","Uncommon","Chaos","1","","","","Kudos Productions","[Action] (Play on your turn or in showdowns.) Look at the top 3 cards of your Main Deck. Put 1 into your hand and recycle the rest.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fdcb22cb620a4c1c37920d6b744edb615647cbd4-744x1039.png?accountingTag=RB"
"ogn-184-298","OGN-184/298","184","The Syren","OGN","Origins","Gear","Uncommon","Chaos","2","","","","Six More Vodka",":rb_energy_1:, :rb_exhaust:: Move a friendly unit at a battlefield to its base.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cafdd212b542243e10e5fac587616ab77e3d9cf1-744x1039.png?accountingTag=RB"
"ogn-185-298","OGN-185/298","185","Traveling Merchant","OGN","Origins","Unit","Uncommon","Chaos","2","","2","","Six More Vodka","When I move, discard 1, then draw 1.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b7dbebe2bf5691391c8e4146e478b8bd2ac40aef-744x1039.png?accountingTag=RB"
"ogn-186-298","OGN-186/298","186","Treasure Trove","OGN","Origins","Gear","Uncommon","Chaos","2","","","","Kudos Productions","When this leaves the board, draw 1 and channel 1 rune exhausted. :rb_rune_chaos:, :rb_exhaust:: Kill this.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/682f5ee828ede4dbaf428cd0666db64ee8bae722-744x1039.png?accountingTag=RB"
"ogn-187-298","OGN-187/298","187","Whirlwind","OGN","Origins","Spell","Uncommon","Chaos","3","1","","","Polar Engine Studio","Starting with the next player, each player may return a unit to its owner's hand.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/24f5e0a8811b5a0e0930c0f6476600e2a37a5f93-744x1039.png?accountingTag=RB"
"ogn-188-298","OGN-188/298","188","Zaunite Bouncer","OGN","Origins","Unit","Uncommon","Chaos","4","2","2","","Envar Studio","When you play me, return another unit at a battlefield to its owner's hand.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0f4e8258e3920e4a4654cfe74faf8c266f2aa5dd-744x1039.png?accountingTag=RB"
"ogn-189-298","OGN-189/298","189","Kayn, Unleashed","OGN","Origins","Unit","Rare","Chaos","6","1","6","","Kudos Productions","[Ganking] (I can move from battlefield to battlefield.) If I have moved twice this turn, I don't take damage.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a1ce0e784264748f170bebb3b26a09a7f55efe0f-744x1039.png?accountingTag=RB"
"ogn-190-298","OGN-190/298","190","Kog'Maw, Caustic","OGN","Origins","Unit","Rare","Chaos","3","1","1","","League Splash Team","[Deathknell] — Deal 4 to all units at my battlefield. (When I die, get the effect.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1ba2b780619714f2bf97597a180f3b118f4faf55-744x1039.png?accountingTag=RB"
"ogn-191-298","OGN-191/298","191","Maddened Marauder","OGN","Origins","Unit","Rare","Chaos","5","","4","","Alex Heath","[Tank] (I must be assigned combat damage first.) When you play me, move a unit from a battlefield to its base.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0f3a2ab8e5894e0dd1b625ee29f3304e7832ef9a-744x1039.png?accountingTag=RB"
"ogn-192-298","OGN-192/298","192","Mindsplitter","OGN","Origins","Unit","Rare","Chaos","7","2","7","","Six More Vodka","When you play me, choose an opponent. They reveal their hand. Choose a card from it, and they discard that card.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8753058698cff6455da6cccd13a7fe901a164051-744x1039.png?accountingTag=RB"
"ogn-193-298","OGN-193/298","193","Miss Fortune, Buccaneer","OGN","Origins","Unit","Rare","Chaos","4","1","4","","Six More Vodka","You may play me to an open battlefield. Friendly units may be played to open battlefields.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e6ff9ad3d6e2b96ff76cda4c7bc75415c1cdcced-744x1039.png?accountingTag=RB"
"ogn-193a-298","OGN-193a/298","193","Miss Fortune, Buccaneer","OGN","Origins","Unit","Showcase","Chaos","4","1","4","","Pandart Studio","You may play me to an open battlefield. Friendly units may be played to open battlefields.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8fde2eeb516af55b24467569aa982037f5b67b89-744x1039.png?accountingTag=RB"
"ogn-194-298","OGN-194/298","194","Nocturne, Horrifying","OGN","Origins","Unit","Rare","Chaos","4","1","4","","Six More Vodka","[Ganking] (I can move from battlefield to battlefield.) As you look at or reveal me from the top of your deck, you may banish me. If you do, you may play me for :rb_rune_rainbow:.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/19a751364bc6eb5297596e8733d0d30a1111ac78-744x1039.png?accountingTag=RB"
"ogn-195-298","OGN-195/298","195","Rhasa the Sunderer","OGN","Origins","Unit","Rare","Chaos","10","1","6","","Six More Vodka","I cost :rb_energy_1: less for each card in your trash.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e34fe8a9ee533dee99f96b4e6677d1edbd6a262d-744x1039.png?accountingTag=RB"
"ogn-196-298","OGN-196/298","196","Soulgorger","OGN","Origins","Unit","Rare","Chaos","8","2","5","","Six More Vodka","When you play me, you may play a unit from your trash, ignoring its Energy cost. (You must still pay its Power cost.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/439c4fa7c8c47cba41df8bce3fe3c8068d297382-744x1039.png?accountingTag=RB"
"ogn-197a-298","OGN-197a/298","197","Teemo, Scout","OGN","Origins","Unit","Showcase","Chaos","2","","1","","League Splash Team","[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.) When you play me, give me +3 :rb_might: this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/404a8aa0061b58611bd913b58dd01d99fdb8087d-744x1039.png?accountingTag=RB"
"ogn-197-298","OGN-197/298","197","Teemo, Scout","OGN","Origins","Unit","Rare","Chaos","2","","1","","League Splash Team","[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.) When you play me, give me +3 :rb_might: this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ca8a2e11dd78dd09ad1c9ad3a23e5699254b947e-744x1039.png?accountingTag=RB"
"ogn-198-298","OGN-198/298","198","The Harrowing","OGN","Origins","Spell","Rare","Chaos","6","2","","","Rafael Zanchetin","Play a unit from your trash, ignoring its Energy cost. (You must still pay its Power cost.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6914034f56dd50ab37df26e3541c997479bb5a6d-744x1039.png?accountingTag=RB"
"ogn-199-298","OGN-199/298","199","Tideturner","OGN","Origins","Unit","Rare","Chaos","2","","2","","Kudos Productions","[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.) When you play me, you may choose a unit you control at another location. Move me to its location and it to my original location.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bad355dba8b32d1fba33dc3924cad6a34b61b5af-744x1039.png?accountingTag=RB"
